char,hanviet,pinyin
笆,['ba'],bā
笈,['cấp'],jí
笏,['hốt'],hù
笐,['hàng'],háng
笑,['tiếu'],xiào
笓,['tỳ'],bì
笛,['địch'],dí
笞,['si'],chī
笠,['lạp'],lì
笤,['điều'],tiáo
笥,['tứ'],sì
笪,['đát'],dá
笫,['chỉ'],zǐ
第,['đệ'],dì
笭,['linh'],líng
笯,['nô'],nú
笰,['phất'],fú
笲,['phiền'],fán
笵,['phạm'],fàn
笸,['phả'],pǒ
笻,['cung'],qióng
筅,['tiển'],xiǎn
筆,['bút'],bǐ
筇,['cung'],qióng
筈,['quát'],kuò
等,['đẳng'],děng
筋,['cân'],jīn
筌,['thuyên'],quán
筐,['khuông'],kuāng
筑,['trúc'],zhù
答,['đáp'],dá
策,['sách'],cè
筘,['khấu'],kòu
筞,['sách'],cè
筠,['quân'],yún
筢,['ba'],pá
筤,['lang'],láng
筥,['cử'],jǔ
筦,['quản'],guǎn
筧,['kiển'],jiǎn
筩,['đồng'],tóng
筭,['toán'],suàn
筰,['tạc'],zuó
筱,['tiểu'],xiǎo
筲,['sao'],shāo
筳,['đình'],tíng
筵,['diên'],yán
筷,['khoái'],kuài
箇,['cá'],gè
箊,['ư'],yū
箋,['tiên'],jiān
箍,['cô'],gū
箎,['trì'],chí
箏,['tranh'],zhēng
箑,['tiệp'],shà
箔,['bạc'],bó
算,['toán'],suàn
箙,['phục'],fú
箜,['không'],kōng
箝,['kiềm'],qián
箠,['chuỷ'],chuí
管,['quản'],guǎn
箬,['nhược'],ruò
箯,['tiên'],biān
箴,['châm'],zhēn
篁,['hoàng'],huáng
範,['phạm'],fàn
篆,['triện'],zhuàn
篇,['thiên'],piān
築,['trúc'],zhù
篋,['khiếp'],qiè
篌,['hầu'],hóu
篔,['vân'],yún
篘,['trừu'],chōu
篙,['cao'],gāo
篚,['phỉ'],fěi
篛,['nhược'],ruò
篝,['câu'],gōu
篠,['tiểu'],xiǎo
篤,['đốc'],dǔ
篥,['lật'],lì
篧,['trạc'],zhuó
篨,['trừ'],chú
篪,['trì'],chí
篲,['tuệ'],huì
篳,['tất'],bì
篴,['địch'],dí
篷,['bồng'],péng
篼,['đâu'],dōu
簀,['trách'],zé
簁,['si'],shāi
簆,['khấu'],kòu
簋,['quỹ'],guǐ
簏,['lộc'],lù
簜,['đãng'],dàng
簝,['liêu'],liáo
簞,['đan'],dān
簟,['điệm'],diàn
簠,['phủ'],fǔ
簡,['giản'],jiǎn
簣,['quỹ'],kuì
簥,['kiểu'],jiāo
簦,['đăng'],dēng
簧,['hoàng'],huáng
簪,['trâm'],zān
簬,['lộ'],lù
簮,['trâm'],zān
簰,['bài'],pái
簸,['bá'],bǒ
簹,['đương'],dāng
簻,['qua'],zhuā
簽,['thiêm'],qiān
簾,['liêm'],lián
籀,['trứu'],zhòu
籃,['lam'],lán
籅,['dư'],yú
籌,['trù'],chóu
籐,['đằng'],téng
籑,['soạn'],zhuàn
籒,['trứu'],zhòu
籖,['thiêm'],qian
籙,['lục'],lù
籚,['lư'],lú
籛,['tiên'],jiǎn
籜,['thác'],tuò
籝,['doanh'],yíng
籢,['liêm'],lián
籣,['lan'],lán
籩,['biên'],biān
籪,['đoán'],duàn
籭,['si'],sī
籮,['la'],luó
籯,['doanh'],yíng
籲,['dụ'],yù
米,['mễ'],mǐ
籸,['sân'],shēn
籹,['nhữ'],nǚ
籼,['tiên'],xiān
籽,['tử'],zǐ
粇,['canh'],kāng
粉,['phấn'],fěn
粋,['tuý'],cuì
粑,['ba'],bā
粒,['lạp'],lì
粔,['cự'],jù
粕,['phách'],pò
粘,['niêm'],zhān
粛,['túc'],sù
粞,['tê'],xī
粟,['túc'],sù
粦,['lân'],lín
粧,['trang'],zhuāng
粱,['lương'],liáng
粵,['việt'],yuè
粻,['trương'],zhāng
粼,['lân'],lín
精,['tinh'],jīng
粿,['quả'],guǒ
糅,['nhữu'],róu
糉,['tống'],zòng
糊,['hồ'],hú
糌,['ta'],zān
糍,['từ'],cí
糔,['tưu'],xiǔ
糕,['cao'],gāo
糖,['đường'],táng
糗,['khứu'],qiǔ
糙,['tháo'],cāo
糝,['tảm'],sǎn
糟,['tao'],zāo
糠,['khang'],kāng
糢,['mô'],mó
糧,['lương'],liáng
糨,['cưỡng'],jiàng
糰,['đoàn'],tuán
糱,['nghiệt'],niè
糲,['lệ'],lì
糴,['địch'],dí
糶,['thiếu'],tiào
糸,['mịch'],mì
糹,['mịch'],sī
糺,['củ'],jiū
系,['hệ'],xì
紂,['trụ'],zhòu
紇,['hột'],hé
紈,['hoàn'],wán
納,['nạp'],nà
紓,['thư'],shū
紗,['sa'],shā
紘,['hoành'],hóng
紙,['chỉ'],zhǐ
級,['cấp'],jí
紛,['phân'],fēn
紜,['vân'],yún
紝,['nhâm'],rèn
素,['tố'],sù
紡,['phưởng'],fǎng
紥,['trát'],zā
紩,['trật'],zhì
紫,['tử'],zǐ
紬,['trừu'],chóu
紮,['trát'],zā
細,['tế'],xì
紱,['phất'],fú
紳,['thân'],shēn
紵,['trữ'],zhù
紹,['thiệu'],shào
紺,['cám'],gàn
紼,['phất'],fú
紽,['đà'],tuó
紿,['đãi'],dài
絁,['thi'],shī
終,['chung'],zhōng
絃,['huyền'],xián
組,['tổ'],zǔ
経,['kinh'],jīng
絍,['nhâm'],rèn
絏,['tiết'],xiè
絕,['tuyệt'],jué
絖,['khoáng'],kuàng
絚,['căng'],gēng
絛,['thao'],tāo
絝,['khố'],kù
絡,['lạc'],luò
絢,['huyến'],xuàn
給,['cấp'],gěi
絨,['nhung'],róng
絪,['nhân'],yīn
絫,['luỹ'],lěi
絰,['điệt'],dié
統,['thống'],tǒng
絶,['tuyệt'],jué
絹,['quyên'],juàn
絿,['cầu'],qiú
綂,['thống'],tǒng
綃,['tiêu'],xiāo
綈,['đề'],tí
綉,['tú'],tòu
綌,['khích'],xì
綍,['phất'],fú
綎,['đinh'],tīng
綑,['khổn'],kǔn
經,['kinh'],jīng
綘,['phùng'],féng
継,['kế'],jì
続,['tục'],xù
綠,['lục'],lǜ
綣,['quyển'],quǎn
綫,['tuyến'],xiàn
綬,['thụ'],shòu
維,['duy'],wéi
綯,['đào'],táo
綰,['oản'],wǎn
綱,['cương'],gāng
網,['võng'],wǎng
綹,['lữu'],liǔ
綻,['trán'],zhàn
綽,['xước'],chuò
綾,['lăng'],líng
綿,['miên'],mián
緁,['tiệp'],qiè
緅,['tưu'],zōu
緆,['tích'],xī
緊,['khẩn'],jǐn
緋,['phi'],fēi
緍,['mân'],mín
緎,['vực'],yù
総,['tổng'],zǒng
緑,['lục'],lǜ
緒,['tự'],xù
緖,['tự'],xù
緗,['tương'],xiāng
緘,['giam'],jiān
緙,['khách'],kè
線,['tuyến'],xiàn
緜,['miên'],mián
緝,['tập'],jī
緞,['đoạn'],duàn
緤,['tiết'],xiè
緥,['bảo'],bǎo
編,['biên'],biān
緩,['hoãn'],huǎn
緰,['đầu'],tóu
緱,['câu'],gōu
練,['luyện'],liàn
緶,['biền'],biàn
緹,['đề'],tí
緻,['trí'],zhì
縈,['oanh'],yíng
縉,['tấn'],jìn
縊,['ải'],yì
縏,['bàn'],pán
縑,['kiêm'],jiān
縗,['thôi'],cuī
縚,['thao'],tāo
縝,['chẩn'],chēn
縞,['cảo'],gǎo
縟,['nhục'],rù
縠,['hộc'],hú
縡,['tể'],zài
縢,['đằng'],téng
縦,['túng'],zòng
縧,['thao'],tāo
縩,['sái'],cài
縮,['súc'],suō
縯,['diễn'],yǎn
縲,['luy'],léi
縳,['truyện'],juàn
縶,['trập'],zhí
績,['tích'],jī
繈,['cưỡng'],qiǎng
繊,['tiêm'],xiān
繒,['tăng'],zēng
繕,['thiện'],shàn
繖,['tản'],sǎn
繘,['quất'],yù
繙,['phiên'],fān
繚,['liễu'],liáo
繞,['nhiễu'],rào
繠,['nhuỵ'],ruǐ
繡,['tú'],xiù
繣,['hoạch'],huà
繨,['đáp'],da
繪,['hội'],huì
繫,['hệ'],xì
繭,['kiển'],jiǎn
繮,['cương'],jiāng
繸,['toại'],suì
繹,['dịch'],yì
繻,['nhu'],xū
繼,['kế'],jì
繽,['tân'],bīn
繾,['khiển'],qiǎn
纁,['huân'],xūn
纂,['toản'],zuǎn
纆,['mặc'],mò
纇,['lỗi'],lèi
纈,['hiệt'],xié
纊,['khoáng'],kuàng
續,['tục'],xù
纎,['tiêm'],xiān
纏,['triền'],chán
纒,['triền'],chán
纓,['anh'],yīng
纔,['tài'],cái
纖,['tiêm'],xiān
纘,['toản'],zuǎn
纙,['la'],luò
纜,['lãm'],lǎn
缺,['khuyết'],quē
缽,['bát'],bō
缾,['bình'],píng
罃,['oanh'],yīng
罄,['khánh'],qìng
罅,['há'],xià
罇,['tôn'],zūn
罌,['anh'],yīng
罍,['lôi'],léi
罎,['đàm'],tán
罐,['quán'],guàn
罒,['võng'],wǎng
罔,['võng'],wǎng
罕,['hãn'],hǎn
罛,['cô'],gū
罟,['cổ'],gǔ
罠,['mân'],mín
罥,['quyến'],juàn
罦,['phù'],fú
罪,['tội'],zuì
罭,['vực'],yù
置,['trí'],zhì
罰,['phạt'],fá
罱,['lãm'],lǎn
罵,['mạ'],mà
罶,['lữu'],liǔ
罸,['phạt'],fá
罻,['uý'],wèi
罽,['kế'],jì
罾,['tăng'],zēng
罿,['đồng'],chōng
羅,['la'],luó
羆,['bi'],pí
羌,['khương'],qiāng
羍,['thát'],dá
羔,['cao'],gāo
羖,['cổ'],gǔ
羗,['khương'],qiāng
羚,['linh'],líng
羜,['trữ'],zhù
羝,['đê'],dī
羞,['tu'],xiū
羢,['nhung'],róng
羣,['quần'],qún
群,['quần'],qún
羥,['khan'],qiǎng
義,['nghĩa'],yì
羭,['du'],yú
羮,['canh'],gēng
羰,['thang'],tāng
羱,['nguyên'],yuán
羵,['phần'],fén
羼,['sạn'],chàn
羽,['vũ'],yǔ
羿,['nghệ'],yì
翁,['ông'],wēng
翄,['sí'],chì
翅,['sí'],chì
翌,['dực'],yì
翎,['linh'],líng
習,['tập'],xí
翔,['tường'],xiáng
翕,['hấp'],xī
翠,['thuý'],cuì
翣,['sáp'],shà
翦,['tiễn'],jiǎn
翩,['phiên'],piān
翫,['ngoạn'],wán
翬,['huy'],huī
翮,['cách'],hé
翯,['hạc'],hè
翰,['hàn'],hàn
翳,['ế'],yì
翹,['kiều'],qiào
翻,['phiên'],fān
翼,['dực'],yì
翽,['hối'],huì
翾,['huyên'],xuān
耀,['diệu'],yào
老,['lão'],lǎo
耂,['lão'],lǎo
考,['khảo'],kǎo
耄,['mạo'],mào
者,['giả'],zhě
耊,['điệt'],dié
耋,['điệt'],dié
耎,['nhuyễn'],ruǎn
耒,['lỗi'],lěi
耕,['canh'],gēng
耘,['vân'],yún
耝,['thư'],qù
耞,['gia'],jiā
耠,['hoát'],huō
耦,['ngẫu'],ǒu
耨,['nậu'],nòu
耩,['giảng'],jiǎng
耪,['bảng'],pǎng
耬,['lâu'],lóu
耮,['lạo'],lào
耰,['ưu'],yōu
耲,['hoài'],huái
耳,['nhĩ'],ěr
耵,['đinh'],dīng
耽,['đam'],dān
聆,['linh'],líng
聊,['liêu'],liáo
聒,['quát'],guā
聖,['thánh'],shèng
聘,['sính'],pìn
聚,['tụ'],jù
聡,['thông'],cōng
聦,['thông'],cōng
聮,['liên'],lián
聰,['thông'],cōng
聱,['ngao'],áo
聲,['thanh'],shēng
聳,['tủng'],sǒng
聴,['thính'],tīng
聵,['hội'],kuì
聹,['ninh'],níng
聼,['thính'],tīng
聾,['lung'],lóng
聿,['duật'],yù
肀,['duật'],yù
肅,['túc'],sù
肇,['triệu'],zhào
肈,['triệu'],zhào
肊,['ức'],yì
肋,['lặc'],lē
肌,['cơ'],jī
肎,['khẳng'],kěn
肐,['cách'],gē
肓,['hoang'],huāng
肕,['nhận'],rèn
肚,['đỗ'],dù
肝,['can'],gān
股,['cổ'],gǔ
肢,['chi'],zhī
肥,['phì'],féi
肧,['phôi'],pēi
肪,['phương'],fáng
肬,['vưu'],yóu
肰,['nhiên'],rán
肱,['quăng'],gōng
育,['dục'],yù
肴,['hào'],yáo
肹,['hật'],xī
肼,['tỉnh'],jǐng
肽,['thái'],tài
胂,['thân'],shèn
胄,['trụ'],zhòu
胊,['cù'],qú
胍,['cô'],guā
胎,['thai'],tāi
胏,['chỉ'],zǐ
胑,['chi'],zhī
胚,['phôi'],pēi
胛,['giáp'],jiǎ
胞,['bào'],bāo
胠,['khư'],qū
胡,['hồ'],hú
胤,['dận'],yìn
胥,['tư'],xū
胦,['ương'],yāng
胬,['nỗ'],nǔ
胭,['yên'],yān
胰,['di'],yí
胱,['quang'],guāng
胴,['đỗng'],dòng
胸,['hung'],xiōng
胹,['nhi'],ér
胺,['át'],àn
胻,['hành'],héng
胼,['biền'],pián
脃,['thuý'],cuì
脅,['hiếp'],xié
脆,['thuý'],cuì
脇,['hiếp'],xié
脈,['mạch'],mài
脊,['tích'],jí
脒,['mễ'],mǐ
脖,['bột'],bó
脗,['vẫn'],wěn
脛,['hĩnh'],jìng
脝,['hanh'],hēng
脡,['đĩnh'],tǐng
脢,['môi'],méi
脣,['thần'],chún
脩,['tu'],xiū
脬,['phao'],pāo
脰,['đậu'],dòu
脲,['niệu'],niào
脹,['trướng'],zhàng
脿,['biểu'],biāo
腄,['chuỷ'],chuí
腋,['dịch'],yè
腍,['nhẫm'],rèn
腎,['thận'],shèn
腑,['phủ'],fǔ
腒,['cừ'],jū
腓,['phì'],féi
腖,['đống'],dòng
腚,['đĩnh'],dìng
腜,['môi'],méi
腠,['thấu'],còu
腡,['loa'],luó
腥,['tinh'],xīng
腦,['não'],nǎo
腧,['thú'],shù
腩,['nạm'],nǎn
腮,['tai'],sāi
腯,['đột'],tú
腰,['yêu'],yāo
腳,['cước'],jiǎo
腴,['du'],yú
腹,['phúc'],fù
腺,['tuyến'],xiàn
膂,['lữ'],lǚ
膃,['ột'],wà
膆,['tố'],sù
膇,['truy'],zhuì
膈,['cách'],gé
膌,['tích'],jí
膕,['quắc'],guó
膗,['suỳ'],chuái
膙,['cưỡng'],jiǎng
膚,['phu'],fū
膛,['thang'],táng
膝,['tất'],xī
膟,['suất'],lǜ
膠,['giao'],jiāo
膣,['trất'],zhì
膨,['bành'],péng
膪,['suý'],chuài
膬,['sế'],cuì
膳,['thiện'],shàn
膵,['tuỵ'],cuì
膷,['hương'],xiāng
膺,['ưng'],yīng
膽,['đảm'],dǎn
臀,['đồn'],tún
臁,['liêm'],lián
臄,['cược'],jué
臆,['ức'],yì
臇,['tuyến'],juǎn
臈,['lạp'],là
臋,['đồn'],tún
臌,['cổ'],gǔ
臍,['tề'],qí
臐,['huân'],xūn
臓,['tạng'],zàng
臘,['lạp'],là
臙,['yên'],yān
臛,['hoắc'],huò
臞,['cù'],qú
臟,['tạng'],zàng
臠,['luyến'],luán
臣,['thần'],chén
臥,['ngoạ'],wò
自,['tự'],zì
臯,['cao'],gāo
臲,['niết'],niè
至,['chí'],zhì
致,['trí'],zhì
臼,['cữu'],jiù
臽,['hãm'],xiàn
舁,['dư'],yú
舂,['thung'],chōng
舄,['tích'],xì
舅,['cữu'],jiù
舉,['cử'],jǔ
舊,['cựu'],jiù
舋,['hấn'],xìn
舌,['thiệt'],shé
舎,['xá'],shè
舒,['thư'],shū
舔,['thiểm'],tiǎn
舘,['quán'],guǎn
舜,['thuấn'],shùn
舝,['hạt'],xiá
舞,['vũ'],wǔ
舠,['đao'],dāo
舡,['hang'],chuán
舢,['san'],shān
舨,['bản'],bǎn
舩,['thuyền'],chuán
航,['hàng'],háng
舭,['tỳ'],bǐ
舲,['linh'],líng
舳,['trục'],zhú
舴,['trách'],zé
舵,['đà'],duò
舷,['huyền'],xián
舸,['khả'],gě
船,['thuyền'],chuán
艁,['tạo'],zào
艄,['sao'],shāo
艅,['dư'],yú
艇,['đĩnh'],tǐng
艉,['vĩ'],wěi
艋,['mãnh'],měng
艎,['hoàng'],huáng
艏,['thủ'],shǒu
艖,['xoa'],chā
艙,['thương'],cāng
艚,['tào'],cáo
艟,['đồng'],chōng
艢,['tường'],qiáng
艣,['lỗ'],lǔ
艤,['nghĩ'],yǐ
艦,['hạm'],jiàn
艨,['mông'],méng
艩,['tề'],qí
艪,['lỗ'],lǔ
艫,['lô'],lú
艭,['sang'],shuāng
艮,['cấn'],gěn
良,['lương'],liáng
艱,['gian'],jiān
色,['sắc'],sè
艶,['diễm'],yàn
艷,['diễm'],yàn
艸,['thảo'],cǎo
艹,['thảo'],cǎo
芀,['điêu'],tiáo
芄,['hoàn'],wán
芊,['thiên'],qiān
芍,['thược'],sháo
芎,['khung'],qiōng
芏,['đỗ'],dù
芑,['khỉ'],qǐ
芒,['mang'],máng
芔,['huỷ'],huì
芙,['phù'],fú
芝,['chi'],zhī
芞,['khất'],qì
芟,['sam'],shān
芡,['khiếm'],qiàn
芣,['phù'],fú
芤,['khưu'],kōu
芥,['giới'],jiè
芨,['cập'],jī
芩,['cầm'],qín
芭,['ba'],bā
芮,['nhuế'],ruì
芯,['tâm'],xīn
花,['hoa'],huā
芲,['hoa'],huā
芳,['phương'],fāng
芷,['chỉ'],zhǐ
芸,['vân'],yún
芹,['cần'],qín
芻,['sô'],chú
芽,['nha'],yá
芿,['nhứng'],rèng
苒,['nhiễm'],rǎn
苓,['linh'],líng
苔,['đài'],tái
苗,['miêu'],miáo
苙,['lập'],lì
苜,['mục'],mù
苞,['bao'],bāo
苟,['cẩu'],gǒu
苡,['dĩ'],yǐ
苣,['cự'],jù
苤,['phiết'],piě
英,['anh'],yīng
苲,['trả'],zhǎ
苶,['niết'],nié
苷,['đại'],gān
苺,['môi'],méi
苻,['phù'],fú
茁,['truất'],zhuó
茂,['mậu'],mào
范,['phạm'],fàn
茅,['mao'],máo
茈,['sài'],cí
茉,['mạt'],mò
茌,['trì'],chí
茓,['huyệt'],xué
茘,['lệ'],lì
茛,['cấn'],gèn
茢,['liệt'],liè
茥,['khuê'],guī
茦,['sách'],cì
茫,['mang'],máng
茬,['tra'],chá
茯,['phục'],fú
茱,['thù'],zhū
茳,['giang'],jiāng
茴,['hồi'],huí
茵,['nhân'],yīn
茶,['trà'],chá
茼,['đồng'],tóng
荀,['tuân'],xún
荃,['thuyên'],quán
荄,['cai'],gāi
荇,['hạnh'],xìng
荊,['kinh'],jīng
荍,['kiều'],qiáo
荏,['nhẫm'],rěn
荒,['hoang'],huāng
荔,['lệ'],lì
荘,['trang'],zhuāng
荳,['đậu'],dòu
荸,['bột'],bí
荻,['địch'],dí
荽,['tuy'],suī
莊,['trang'],zhuāng
莒,['cử'],jǔ
莓,['môi'],méi
莖,['hành'],jīng
莚,['diên'],yán
莛,['đình'],tíng
莝,['toả'],cuò
莢,['giáp'],jiá
莧,['hiện'],xiàn
莪,['nga'],é
莽,['mãng'],mǎng
莿,['thích'],cì
菂,['đích'],dì
菅,['gian'],jiān
菇,['cô'],gū
菉,['lục'],lù
菊,['cúc'],jú
菌,['khuẩn'],jūn
菎,['côn'],kūn
菏,['hà'],hé
菓,['quả'],guǒ
菔,['bặc'],fú
菖,['xương'],chāng
菘,['tùng'],sōng
菜,['thái'],cài
菠,['ba'],bō
菢,['bão'],bào
菣,['khẩn'],qìn
菪,['đãng'],dàng
菰,['cô'],gū
菱,['lăng'],líng
菶,['bổng'],běng
菺,['kiên'],jiān
菼,['thảm'],tǎn
菾,['điềm'],tián
萄,['đào'],táo
萅,['xuân'],chūn
萊,['lai'],lái
萋,['thê'],qī
萌,['manh'],méng
萍,['bình'],píng
萏,['đạm'],dàn
萐,['tiệp'],shà
萘,['nại'],nài
萜,['thiếp'],tiē
萩,['thu'],qiū
萬,['vạn'],wàn
萱,['huyên'],xuān
萲,['huyên'],xuān
萴,['trắc'],cè
萵,['oa'],wō
萸,['du'],yú
萼,['ngạc'],è
落,['lạc'],luò
葄,['tộ'],zuò
葅,['thư'],zū
葆,['bảo'],bǎo
葇,['nhu'],róu
葒,['hồng'],hóng
葖,['đột'],tū
葙,['tương'],xiāng
葛,['cát'],gé
葠,['sâm'],shēn
葡,['bồ'],pú
董,['đổng'],dǒng
葥,['tiền'],jiàn
葩,['ba'],pā
葫,['hồ'],hú
葬,['táng'],zàng
葳,['uy'],wēi
葴,['châm'],zhēn
葵,['quỳ'],kuí
葶,['đình'],tíng
葷,['huân'],hūn
葹,['thi'],shī
葺,['tập'],qì
葽,['yêu'],yāo
蒂,['đế'],dì
蒎,['phái'],pài
蒐,['sưu'],sōu
蒓,['thuần'],chún
蒜,['toán'],suàn
蒞,['lị'],lì
蒟,['củ'],jǔ
蒢,['trừ'],chú
蒦,['hoạch'],huò
蒨,['thiến'],qiàn
蒪,['thuần'],pò
蒭,['sô'],chú
蒯,['khoái'],kuǎi
蒱,['bồ'],pú
蒴,['sóc'],shuò
蒸,['chưng'],zhēng
蒹,['kiêm'],jiān
蒺,['tật'],jí
蒻,['nhược'],ruò
蒽,['ân'],ēn
蒿,['hao'],hāo
蓀,['tôn'],sūn
蓂,['minh'],míng
蓄,['súc'],xù
蓆,['tịch'],xí
蓇,['cốt'],gǔ
蓍,['thi'],shī
蓐,['nhục'],rù
蓓,['bội'],bèi
蓡,['sâm'],shēn
蓬,['bồng'],péng
蓮,['liên'],lián
蓯,['thung'],cōng
蓱,['bình'],píng
蓴,['thuần'],chún
蓺,['nghệ'],yì
蓽,['tất'],bì
蓿,['túc'],xu
蔀,['bộ'],bù
蔂,['luy'],léi
蔆,['lăng'],líng
蔇,['ký'],jì
蔉,['cổn'],gǔn
蔌,['tốc'],sù
蔎,['thiết'],shè
蔑,['miệt'],miè
蔕,['đế'],dì
蔗,['giá'],zhè
蔥,['thông'],cōng
蔦,['điểu'],niǎo
蔫,['yên'],niān
蔬,['sơ'],shū
蔯,['trần'],chén
蔴,['ma'],má
蔻,['khấu'],kòu
蔾,['lê'],lí
蕉,['tiêu'],jiāo
蕋,['nhị'],ruǐ
蕍,['du'],yú
蕎,['kiều'],qiáo
蕑,['gian'],jiān
蕓,['vân'],yún
蕖,['cừ'],qú
蕙,['huệ'],huì
蕚,['ngạc'],è
蕠,['như'],rú
蕤,['nhuy'],ruí
蕨,['quyết'],jué
蕪,['vu'],wú
蕭,['tiêu'],xiāo
蕮,['tích'],xì
蕳,['gian'],jiān
蕷,['dự'],yù
蕸,['hà'],xiá
蕺,['trấp'],jí
蕿,['huyên'],xuān
薅,['hao'],hāo
薆,['ái'],ài
薉,['uế'],huì
薊,['kế'],jì
薌,['hương'],xiāng
薏,['ý'],yì
薐,['lăng'],léng
薑,['khương'],jiāng
薘,['đạt'],dá
薛,['tiết'],xuē
薢,['giải'],xiè
薤,['giới'],xiè
薩,['tát'],sà
薪,['tân'],xīn
薬,['dược'],yào
薯,['thự'],shǔ
薰,['huân'],xūn
薶,['mai'],mái
薷,['nhu'],rú
薸,['phiêu'],piáo
薹,['đài'],tái
薻,['tảo'],zǎo
薽,['chân'],zhēn
薾,['nhĩ'],ěr
薿,['nghĩ'],nǐ
藁,['cảo'],gǎo
藇,['tự'],xù
藊,['biển'],biǎn
藍,['lam'],lán
藎,['tẫn'],jìn
藕,['ngẫu'],ǒu
藘,['lư'],lǘ
藜,['lê'],lí
藝,['nghệ'],yì
藟,['luỹ'],lěi
藤,['đằng'],téng
藥,['dược'],yào
藦,['ma'],mò
藪,['tẩu'],sǒu
藭,['cùng'],qióng
藳,['cảo'],gǎo
藶,['lịch'],lì
藷,['thự'],shǔ
藹,['ái'],ǎi
藺,['lận'],lìn
藻,['tảo'],zǎo
藼,['huyên'],xuān
藾,['lại'],lài
藿,['hoắc'],huò
蘀,['thác'],tuò
蘐,['huyên'],xuān
蘑,['ma'],mó
蘓,['tô'],sū
蘘,['nhương'],ráng
蘚,['tiển'],xiǎn
蘩,['phiền'],fán
蘭,['lan'],lán
蘿,['la'],luó
虀,['tê'],jī
虆,['luy'],léi
虍,['hô'],hū
虎,['hổ'],hǔ
虐,['ngược'],nüè
虔,['kiền'],qián
虖,['hô'],hū
虗,['hư'],xū
虜,['lỗ'],lǔ
虞,['ngu'],yú
虡,['cự'],jù
虣,['bạo'],bào
虧,['khuy'],kuī
虯,['cầu'],qiú
虰,['đinh'],dīng
虱,['sắt'],shī
虵,['xà'],shé
虻,['manh'],méng
虼,['khất'],gè
蚄,['phương'],fāng
蚆,['ba'],bā
蚈,['khiên'],qiān
蚉,['văn'],wén
蚊,['văn'],wén
蚋,['nhuế'],ruì
蚌,['bạng'],bàng
蚓,['dẫn'],yǐn
蚛,['trọng'],zhòng
蚣,['công'],gōng
蚤,['tảo'],zǎo
蚧,['giới'],jiè
蚨,['phù'],fú
蚪,['đẩu'],dǒu
蚱,['trách'],zhà
蚲,['bình'],píng
蚴,['u'],yòu
蚵,['hà'],hé
蚶,['ham'],hān
蚹,['phụ'],fù
蚺,['nhiêm'],rán
蚻,['trát'],zhá
蚿,['huyền'],xián
蛀,['chú'],zhù
蛁,['điêu'],diāo
蛄,['cô'],gū
蛅,['chiêm'],zhān
蛆,['thư'],qū
蛉,['linh'],líng
蛋,['đản'],dàn
蛐,['khúc'],qū
蛑,['mâu'],móu
蛔,['hồi'],huí
蛕,['hồi'],huí
蛙,['oa'],wā
蛚,['liệt'],liè
蛜,['y'],yī
蛟,['giao'],jiāo
蛣,['kiết'],qī
蛤,['cáp'],há
蛭,['điệt'],zhì
蛻,['thuế'],tuì
蜀,['thục'],shǔ
蜂,['phong'],fēng
蜃,['thận'],shèn
蜆,['hiện'],xiàn
蜇,['triết'],zhē
蜈,['ngô'],wú
蜉,['phù'],fú
蜋,['lang'],láng
蜍,['thừ'],chú
蜑,['đản'],dàn
蜓,['đình'],tíng
蜘,['tri'],zhī
蜛,['cư'],jū
蜜,['mật'],mì
蜢,['mãnh'],měng
蜣,['khương'],qiāng
蜥,['tích'],xī
蜨,['điệp'],dié
蜩,['điêu'],tiáo
蜯,['bạng'],bàng
蜴,['dịch'],yì
蜷,['quyền'],quán
蜺,['nghê'],ní
蜾,['quả'],guǒ
蜿,['uyển'],wān
蝀,['đông'],dōng
蝄,['võng'],wǎng
蝌,['khoa'],kē
蝍,['tức'],jié
蝐,['mội'],mào
蝒,['miễn'],mián
蝓,['du'],yú
蝕,['thực'],shí
蝗,['hoàng'],huáng
蝘,['yển'],yǎn
蝝,['duyên'],yuán
蝟,['vị'],wèi
蝠,['bức'],fú
蝡,['nhuyễn'],rú
蝣,['du'],yóu
蝦,['hà'],xiā
蝨,['sắt'],shī
蝮,['phúc'],fù
蝯,['viên'],yuán
蝰,['khuê'],kuí
蝱,['manh'],méng
蝲,['lạt'],là
蝳,['đại'],dú
蝴,['hồ'],hú
蝶,['điệp'],dié
蝻,['nam'],nǎn
螂,['lang'],láng
螃,['bàng'],páng
螅,['tức'],xī
螈,['nguyên'],yuán
螉,['ông'],wēng
螋,['sưu'],sōu
螗,['đường'],táng
螙,['đố'],dù
螞,['mã'],mǎ
螟,['minh'],míng
螡,['văn'],wén
螢,['huỳnh'],yíng
螫,['thích'],shì
螬,['tào'],cáo
螮,['đế'],dì
螯,['ngao'],áo
螳,['đường'],táng
螵,['phiêu'],piāo
螺,['loa'],luó
螻,['lâu'],lóu
螽,['chung'],zhōng
螾,['dẫn'],yǐn
螿,['tương'],jiāng
蟀,['suất'],shuài
蟁,['văn'],wén
蟇,['mạc'],má
蟈,['quắc'],guō
蟊,['mâu'],máo
蟋,['tất'],xī
蟎,['mãn'],mǎn
蟑,['chương'],zhāng
蟓,['tượng'],xiàng
蟛,['bành'],péng
蟜,['kiểu'],jiǎo
蟟,['liêu'],liáo
蟥,['hoàng'],huáng
蟨,['quyết'],jué
蟪,['huệ'],huì
蟮,['thiện'],shàn
