char,hanviet,pinyin
浮,['phù'],fú
浯,['ngô'],wú
浰,['lợi'],liàn
浴,['dục'],yù
海,['hải'],hǎi
浽,['tuy'],suī
涂,['đồ'],tú
消,['tiêu'],xiāo
涉,['thiệp'],shè
涊,['niễn'],niǎn
涌,['dũng'],yǒng
涐,['nga'],é
涓,['quyên'],juān
涔,['sầm'],cén
涖,['lị'],lì
涘,['sĩ'],sì
涪,['phù'],fú
涮,['xuyến'],shuàn
涯,['nhai'],yá
液,['dịch'],yè
涷,['đông'],dōng
涸,['hạc'],hé
涿,['trác'],zhuō
淂,['đắc'],dé
淆,['hào'],xiáo
淋,['lâm'],lín
淏,['hạo'],hào
淑,['thục'],shū
淘,['đào'],táo
淙,['tông'],cóng
淛,['chiết'],zhè
淝,['phì'],féi
淞,['tùng'],sōng
淟,['điến'],tiǎn
淤,['ứ'],yū
淥,['lục'],lù
淦,['cam'],gàn
淨,['tịnh'],jìng
淩,['lăng'],líng
淪,['luân'],lún
淫,['dâm'],yín
淮,['hoài'],huái
淯,['dục'],yù
深,['thâm'],shēn
淳,['thuần'],chún
淵,['uyên'],yuān
淶,['lai'],lái
淸,['thanh'],qīng
添,['thiêm'],tiān
渖,['thẩm'],shěn
渙,['hoán'],huàn
減,['giảm'],jiǎn
渝,['du'],yú
渟,['đình'],tíng
渡,['độ'],dù
渣,['tra'],zhā
渤,['bột'],bó
測,['trắc'],cè
渭,['vị'],wèi
渮,['ca'],hé
游,['du'],yóu
湅,['luyện'],liàn
湉,['điềm'],tián
湋,['vy'],wéi
湌,['xan'],cān
湍,['thoan'],tuān
湎,['miện'],miǎn
湑,['tư'],xū
湓,['bồn'],pén
湖,['hồ'],hú
湝,['giai'],jiē
湟,['hoàng'],huáng
湢,['bức'],bì
湧,['dũng'],yǒng
湱,['hoạch'],huò
湲,['viên'],yuán
湻,['thuần'],chún
溍,['tấn'],jìn
溏,['đường'],táng
源,['nguyên'],yuán
溘,['khạp'],kè
溛,['oa'],wā
溝,['câu'],gōu
溟,['minh'],míng
溢,['dật'],yì
溧,['lật'],lì
溮,['sư'],shī
溯,['tố'],sù
溳,['vân'],yún
溵,['ân'],yīn
溷,['hỗn'],hùn
溻,['thạp'],tā
溼,['thấp'],shī
溽,['nhục'],rù
滁,['trừ'],chú
滂,['bàng'],pāng
滃,['ổng'],wēng
滄,['thương'],cāng
滅,['diệt'],miè
滉,['hoảng'],huàng
滋,['tư'],zī
滌,['địch'],dí
滍,['trĩ'],zhì
滎,['huỳnh'],xíng
滓,['chỉ'],zǐ
滕,['đằng'],téng
滘,['khiếu'],jiào
滙,['hối'],huì
滛,['dâm'],yín
滝,['long'],lóng
滬,['hỗ'],hù
滮,['bưu'],biāo
滯,['trệ'],zhì
滷,['lỗ'],lǔ
滸,['hử'],hǔ
滹,['hô'],hū
滾,['cổn'],gǔn
漁,['ngư'],yú
漈,['tế'],jì
漉,['lộc'],lù
演,['diễn'],yǎn
漕,['tào'],cáo
漘,['thần'],chún
漙,['đoàn'],tuán
漠,['mạc'],mò
漢,['hán'],hàn
漣,['liên'],lián
漥,['oa'],wā
漦,['ly'],chí
漨,['bồng'],féng
漩,['tuyền'],xuán
漪,['y'],yī
漭,['mãng'],mǎng
漲,['trướng'],zhǎng
漳,['chương'],zhāng
漵,['tự'],xù
漶,['hoán'],huàn
漷,['khuếch'],huǒ
漾,['dạng'],yàng
漿,['tương'],jiāng
潎,['bệ'],pì
潑,['bát'],pō
潔,['khiết'],jié
潕,['vũ'],wǔ
潗,['tập'],jí
潛,['tiềm'],qián
潝,['hấp'],xī
潞,['lộ'],lù
潟,['tích'],xì
潤,['nhuận'],rùn
潯,['tầm'],xún
潰,['hội'],kuì
潲,['sảo'],shào
潷,['tiết'],bì
潸,['san'],shān
潺,['sàn'],chán
潼,['đồng'],tóng
潾,['lân'],lín
澀,['sáp'],sè
澁,['sáp'],sè
澂,['trừng'],chéng
澄,['trừng'],chéng
澈,['triệt'],chè
澎,['bành'],pēng
澐,['vân'],yún
澔,['hạo'],hào
澗,['giản'],jiàn
澟,['lẫm'],lǐn
澦,['dự'],yù
澧,['lễ'],lǐ
澫,['vạn'],wàn
澮,['quái'],huì
澰,['liễm'],liàn
澱,['điến'],diàn
澴,['hoàn'],huán
濂,['liêm'],lián
濃,['nồng'],nóng
濈,['trấp'],jí
濋,['sở'],chǔ
濔,['nhĩ'],mǐ
濛,['mông'],méng
濠,['hào'],háo
濤,['đào'],tāo
濩,['hoạch'],huò
濬,['tuấn'],jùn
濮,['bộc'],pú
濰,['duy'],wéi
濱,['tân'],bīn
濲,['cốc'],gǔ
濶,['khoát'],kuò
濾,['lự'],lǜ
濿,['lệ'],lì
瀌,['tiêu'],biāo
瀍,['triền'],chán
瀚,['hãn'],hàn
瀛,['doanh'],yíng
瀝,['lịch'],lì
瀞,['tịnh'],jìng
瀟,['tiêu'],xiāo
瀡,['tuỷ'],suǐ
瀱,['kế'],jì
瀲,['liễm'],liàn
瀳,['tiến'],jiàn
瀺,['sàm'],chán
瀾,['lan'],lán
灃,['phong'],fēng
灄,['nhiếp'],shè
灈,['cù'],qú
灋,['pháp'],fǎ
灒,['tán'],zàn
灖,['mị'],mǐ
灘,['than'],tān
灝,['hạo'],hào
灞,['bá'],bà
灣,['loan'],wān
灤,['loan'],luán
灪,['uất'],yù
火,['hoả'],huǒ
灬,['hoả'],biāo
灴,['hồng'],hōng
灶,['táo'],zào
灸,['cứu'],jiǔ
灼,['chước'],zhuó
災,['tai'],zāi
炁,['khí'],qì
炆,['văn'],wén
炒,['sao'],chǎo
炕,['kháng'],kàng
炘,['hân'],xīn
炫,['huyễn'],xuàn
炬,['cự'],jù
炭,['thán'],tàn
炰,['bào'],páo
炱,['đài'],tái
炷,['chú'],zhù
炻,['thạch'],shí
烈,['liệt'],liè
烊,['dương'],yáng
烏,['ô'],wū
烕,['diệt'],miè
烖,['tai'],zāi
烘,['hồng'],hōng
烙,['lạc'],lào
烤,['khảo'],kǎo
烯,['hy'],xī
烶,['diễn'],tǐng
烷,['hoàn'],wán
烹,['phanh'],pēng
烺,['lãng'],lǎng
烽,['phong'],fēng
焆,['yết'],juān
焌,['tuấn'],jùn
焐,['ngộ'],wù
焓,['hàm'],hán
焙,['bồi'],bèi
焞,['đôn'],tūn
焮,['hân'],xìn
焰,['diễm'],yàn
焱,['diễm'],yàn
然,['nhiên'],rán
煃,['khuể'],kuǐ
煅,['đoán'],duàn
煉,['luyện'],liàn
煊,['huyên'],xuān
煌,['hoàng'],huáng
煑,['chử'],zhǔ
煒,['vĩ'],wěi
煗,['noãn'],nuǎn
煙,['yên'],yān
煚,['quýnh'],jiǒng
煜,['dục'],yù
煝,['my'],mèi
煞,['sát'],shā
煠,['sáp'],zhá
煢,['quỳnh'],qióng
煤,['môi'],méi
煥,['hoán'],huàn
煦,['hú'],xù
照,['chiếu'],zhào
煩,['phiền'],fán
煮,['chử'],zhǔ
煳,['hồ'],hú
煸,['biên'],biān
煺,['thoái'],tuì
煻,['đường'],táng
煽,['phiến'],shān
熀,['hoảng'],huǎng
熄,['tức'],xī
熊,['hùng'],xióng
熏,['huân'],xūn
熒,['huỳnh'],yíng
熗,['sang'],qiàng
熘,['lựu'],liū
熟,['thục'],shú
熤,['tập'],yì
熥,['thông'],tēng
熬,['ngao'],áo
熰,['âu'],ōu
熱,['nhiệt'],rè
熳,['mạn'],màn
熸,['tiêm'],jiān
熿,['hoàng'],huáng
燁,['diệp'],yè
燂,['tầm'],tán
燃,['nhiên'],rán
燄,['diễm'],yàn
燈,['đăng'],dēng
燊,['sân'],shēn
燎,['liệu'],liáo
燐,['lân'],lín
燖,['tầm'],xún
燜,['muộn'],mèn
燡,['dịch'],yì
燥,['táo'],zào
燦,['xán'],càn
燧,['toại'],suì
燬,['huỷ'],huǐ
燭,['chúc'],zhú
燮,['tiếp'],xiè
燹,['tiển'],xiǎn
燻,['huân'],xūn
爇,['nhiệt'],ruò
爌,['hoảng'],kuàng
爍,['thước'],shuò
爕,['tiếp'],xiè
爗,['diệp'],yè
爚,['dược'],yuè
爛,['lạn'],làn
爝,['tước'],jué
爟,['quán'],guàn
爥,['chúc'],zhú
爨,['thoán'],cuàn
爪,['trảo'],zhǎo
爫,['trảo'],zhǎo
爯,['xưng'],chēng
爰,['viên'],yuán
爵,['tước'],jué
爻,['hào'],yáo
爽,['sảng'],shuǎng
牀,['sàng'],chuáng
牁,['ca'],kē
牂,['tang'],zāng
牆,['tường'],qiáng
片,['phiến'],piàn
版,['bản'],bǎn
牋,['tiên'],jiān
牌,['bài'],pái
牎,['song'],chuāng
牏,['du'],yú
牐,['sáp'],zhá
牒,['điệp'],dié
牓,['bảng'],bǎng
牕,['song'],chuāng
牘,['độc'],dú
牙,['nha'],yá
牚,['sanh'],chēng
牛,['ngưu'],niú
牜,['ngưu'],niú
牡,['mẫu'],mǔ
牣,['nhận'],rèn
牧,['mục'],mù
物,['vật'],wù
牮,['tiến'],jiàn
牯,['cổ'],gǔ
牲,['sinh'],shēng
牴,['để'],dǐ
牷,['toàn'],quán
牸,['tự'],zì
特,['đặc'],tè
牻,['mang'],máng
牼,['khanh'],kēng
犀,['tê'],xī
犁,['lê'],lí
犆,['đặc'],zhí
犇,['bôn'],bēn
犋,['cụ'],jù
犍,['kiền'],jiān
犎,['phong'],fēng
犒,['khao'],kào
犗,['giới'],jiè
犠,['hy'],xī
犢,['độc'],dú
犩,['nguy'],wéi
犪,['quỳ'],kuí
犬,['khuyển'],quǎn
犭,['khuyển'],quǎn
犮,['bạt'],bá
犯,['phạm'],fàn
犺,['kháng'],kàng
狀,['trạng'],zhuàng
狂,['cuồng'],kuáng
狉,['phi'],pī
狍,['bào'],páo
狎,['hiệp'],xiá
狐,['hồ'],hú
狒,['phí'],fèi
狓,['phi'],pí
狗,['cẩu'],gǒu
狘,['huyết'],xuè
狙,['thư'],jū
狡,['giảo'],jiǎo
狨,['nhung'],róng
狩,['thú'],shòu
狴,['bệ'],bì
狷,['quyến'],juàn
狹,['hẹp'],xiá
狺,['ngân'],yín
狻,['toan'],suān
狼,['lang'],láng
狽,['bái'],bèi
猂,['hãn'],hàn
猈,['bãi'],bài
猊,['nghê'],ní
猋,['tiêu'],biāo
猓,['quả'],guǒ
猖,['xương'],chāng
猘,['chế'],zhì
猙,['tranh'],zhēng
猛,['mãnh'],měng
猝,['thốt'],cù
猞,['xá'],shē
猢,['hồ'],hú
猣,['tông'],zōng
猨,['viên'],yuán
猩,['tinh'],xīng
猳,['gia'],jiā
猴,['hầu'],hóu
猷,['du'],yóu
猺,['dao'],yáo
猻,['tôn'],sūn
猾,['hoạt'],huá
猿,['viên'],yuán
獀,['sưu'],sōu
獁,['mã'],mà
獄,['ngục'],yù
獅,['sư'],shī
獉,['trăn'],zhēn
獋,['hào'],háo
獍,['kính'],jìng
獎,['thưởng'],jiǎng
獐,['chương'],zhāng
獒,['ngao'],áo
獕,['toả'],cuī
獚,['hoàng'],huáng
獞,['đồng'],tóng
獢,['kiêu'],xiāo
獧,['quyến'],juàn
獨,['độc'],dú
獪,['quái'],kuài
獫,['hiểm'],xiǎn
獮,['tiển'],xiǎn
獯,['huân'],xūn
獱,['tân'],biān
獲,['hoạch'],huò
獳,['nậu'],nòu
獴,['mông'],měng
獸,['thú'],shòu
獺,['thát'],tǎ
獾,['hoan'],huān
玀,['la'],luó
玁,['hiểm'],xiǎn
玂,['kỳ'],qí
玄,['huyền'],xuán
玅,['diệu'],miào
玆,['tư'],zī
玈,['lô'],lú
玊,['túc'],sù
玍,['ca'],gǎ
玎,['đinh'],dīng
玓,['đích'],dì
玔,['xuyến'],chuàn
玕,['can'],gān
玖,['cửu'],jiǔ
玗,['vu'],yú
玞,['phu'],fū
玠,['giới'],jiè
玤,['bổng'],bàng
玥,['nguyệt'],yuè
玦,['quyết'],jué
玨,['giác'],jué
玩,['ngoạn'],wán
玭,['biền'],pín
玲,['linh'],líng
玳,['đại'],dài
玷,['điếm'],diàn
玻,['pha'],bō
珀,['phách'],pò
珂,['kha'],kē
珃,['nhiễm'],rǎn
珅,['thân'],shēn
珊,['san'],shān
珌,['tất'],bì
珍,['trân'],zhēn
珎,['trân'],zhēn
珓,['giảo'],jiào
珖,['quang'],guāng
珙,['củng'],gǒng
珞,['lạc'],luò
珠,['châu'],zhū
珡,['cầm'],qín
珦,['hướng'],xiàng
珩,['hành'],háng
珪,['khuê'],guī
班,['ban'],bān
珮,['bội'],pèi
珷,['vũ'],wǔ
現,['hiện'],xiàn
琀,['hàm'],hán
球,['cầu'],qiú
琇,['tú'],xiù
琉,['lưu'],liú
琖,['trản'],zhǎn
琚,['cư'],jū
琛,['sâm'],chēn
琢,['trác'],zuó
琤,['tranh'],chēng
琥,['hổ'],hǔ
琨,['côn'],kūn
琫,['bổng'],běng
琬,['uyển'],wǎn
琭,['lộc'],lù
琮,['tông'],cóng
琯,['quản'],guǎn
琰,['diễm'],yǎn
琱,['điêu'],diāo
琲,['bội'],bèi
琳,['lâm'],lín
琴,['cầm'],qín
琶,['bà'],pá
琹,['cầm'],qín
琺,['pháp'],fà
瑀,['vũ'],yǔ
瑄,['tuyên'],xuān
瑇,['đại'],dài
瑉,['mân'],mín
瑋,['vĩ'],wěi
瑑,['triện'],zhuàn
瑕,['hà'],xiá
瑗,['viện'],yuàn
瑙,['não'],nǎo
瑛,['anh'],yīng
瑜,['du'],yú
瑞,['thuỵ'],ruì
瑟,['sắt'],sè
瑠,['lưu'],liú
瑢,['dung'],róng
瑣,['toả'],suǒ
瑤,['dao'],yáo
瑨,['tấn'],jìn
瑩,['oánh'],yíng
瑪,['mã'],mǎ
瑭,['đường'],táng
瑯,['lang'],láng
瑲,['thương'],qiāng
瑳,['tha'],cuō
瑽,['xung'],cōng
瑿,['ê'],yī
璁,['thông'],cōng
璆,['cầu'],qiú
璇,['tuyền'],xuán
璈,['ngao'],áo
璉,['liễn'],liǎn
璊,['môn'],mén
璋,['chương'],zhāng
璐,['lộ'],lù
璘,['lân'],lín
璚,['quỳnh'],qióng
璜,['hoàng'],huáng
璞,['phác'],pú
璠,['phan'],fán
璡,['tấn'],jìn
璢,['lưu'],liú
璦,['ái'],ài
璧,['bích'],bì
璨,['xán'],càn
璪,['tảo'],zǎo
環,['hoàn'],huán
璱,['sắt'],sè
璲,['toại'],suì
璸,['tân'],bīn
璺,['vấn'],wèn
璿,['tuyền'],xuán
瓅,['lịch'],lì
瓊,['quỳnh'],qióng
瓏,['lung'],lóng
瓔,['anh'],yīng
瓖,['tương'],xiāng
瓘,['quán'],guàn
瓚,['toản'],zàn
瓛,['hoàn'],huán
瓜,['qua'],guā
瓞,['điệt'],dié
瓢,['biều'],piáo
瓣,['biện'],bàn
瓤,['nhương'],ráng
瓩,['thiên ngoã'],qiān
瓬,['phưởng'],fǎng
瓴,['linh'],líng
瓶,['bình'],píng
瓷,['từ'],cí
甀,['truỵ'],zhuì
甁,['bình'],píng
甃,['trứu'],zhòu
甋,['đích'],dì
甍,['manh'],méng
甎,['chuyên'],zhuān
甒,['vũ'],wǔ
甓,['bích'],pì
甔,['đàm'],dān
甖,['anh'],yīng
甗,['nghiễn'],yǎn
甘,['cam'],gān
甙,['đại'],dài
甚,['thậm'],shèn
甜,['điềm'],tián
甝,['hàm'],hán
甞,['thường'],cháng
甡,['sân'],shēn
產,['sản'],chǎn
産,['sản'],chǎn
甦,['tô'],sū
用,['dụng'],yòng
甫,['phủ'],fǔ
甭,['bằng'],béng
田,['điền'],tián
甲,['giáp'],jiǎ
申,['thân'],shēn
男,['nam'],nán
甹,['phinh'],pīng
甽,['quyến'],zhèn
甿,['manh'],méng
畆,['mẫu'],mǔ
畊,['canh'],gēng
畋,['điền'],tián
界,['giới'],jiè
畎,['quyến'],quǎn
畏,['uý'],wèi
畔,['bạn'],pàn
留,['lưu'],liú
畛,['chẩn'],zhěn
畝,['mẫu'],mǔ
畟,['tắc'],cè
畢,['tất'],bì
略,['lược'],lüè
畦,['huề'],qí
畧,['lược'],lüè
畮,['mẫu'],mǔ
畯,['tuấn'],jùn
畱,['lưu'],liú
畵,['hoạch'],huà
畷,['chuyết'],zhuì
畹,['uyển'],wǎn
畺,['cương'],jiāng
疃,['thoản'],tuǎn
疆,['cương'],jiāng
疇,['trù'],chóu
疉,['điệp'],dié
疊,['điệp'],dié
疒,['nạch'],nè
疔,['đinh'],dīng
疕,['phỉ'],bǐ
疙,['ngật'],gē
疚,['cứu'],jiù
疝,['sán'],shàn
疢,['sấn'],chèn
疣,['vưu'],yóu
疤,['ba'],bā
疥,['giới'],jiè
疧,['kỳ'],qí
疫,['dịch'],yì
疲,['bì'],pí
疳,['cam'],gān
疹,['chẩn'],zhěn
疼,['đông'],téng
疽,['thư'],jū
疾,['tật'],jí
痁,['thiêm'],shān
病,['bệnh'],bìng
痊,['thuyên'],quán
痍,['di'],yí
痎,['giai'],jiē
痏,['vị'],wěi
痐,['hồi'],huí
痔,['trĩ'],zhì
痘,['đậu'],dòu
痚,['hiêu'],xiāo
痛,['thống'],tòng
痞,['bĩ'],pǐ
痠,['toan'],suān
痢,['lị'],lì
痣,['chí'],zhì
痧,['sa'],shā
痯,['quản'],guǎn
痰,['đàm'],tán
痲,['ma'],má
痳,['lâm'],lín
痴,['si'],chī
痵,['quý'],jì
痻,['mân'],mín
痼,['cố'],gù
痿,['nuy'],wěi
瘀,['ứ'],yū
瘁,['tuỵ'],cuì
瘂,['á'],yǎ
瘉,['dũ'],yù
瘊,['hầu'],hóu
瘋,['phong'],fēng
瘌,['lạt'],là
瘍,['dương'],yáng
瘏,['đồ'],tú
瘐,['dũ'],yǔ
瘓,['hoán'],huàn
瘖,['âm'],yīn
瘚,['quyết'],jué
瘜,['tức'],xī
瘝,['quan'],guān
瘞,['ế'],yì
瘟,['ôn'],wēn
瘠,['tích'],jí
瘡,['sang'],chuāng
瘦,['sấu'],shòu
瘧,['ngược'],nüè
瘨,['điên'],diān
瘩,['đáp'],dā
瘲,['túng'],zòng
瘴,['chướng'],zhàng
瘵,['sái'],zhài
瘸,['qua'],qué
瘺,['lũ'],lòu
瘼,['mạc'],mò
療,['liệu'],liáo
癄,['tiều'],qiáo
癆,['lao'],láo
癈,['phế'],fèi
癍,['ban'],bān
癎,['giản'],xián
癐,['uy'],guì
癒,['dũ'],yù
癕,['ung'],yōng
癘,['lệ'],lì
癙,['thử'],shǔ
癜,['điến'],diàn
癠,['tễ'],jì
癡,['si'],chī
癤,['tiết'],jiē
癥,['trưng'],zhēng
癧,['lịch'],lì
癩,['lại'],lài
癬,['tiển'],xuǎn
癭,['anh'],yǐng
癮,['ẩn'],yǐn
癯,['cù'],qú
癰,['ung'],yōng
癱,['than'],tān
癲,['điên'],diān
癶,['bát'],bō
癸,['quý'],guǐ
発,['phát'],fā
登,['đăng'],dēng
白,['bạch'],bái
皀,['tấp'],jí
皁,['tạo'],zào
皂,['tạo'],zào
皃,['mạo'],mào
皆,['giai'],jiē
皇,['hoàng'],huáng
皈,['quy'],guī
皐,['cao'],gāo
皕,['bức'],bì
皙,['tích'],xī
皚,['ngai'],ái
皞,['hạo'],hào
皤,['bà'],pó
皦,['kiểu'],jiǎo
皪,['lịch'],lì
皫,['phiếu'],piǎo
皭,['tước'],jiào
皮,['bì'],pí
皰,['pháo'],pào
皴,['thuân'],cūn
皷,['cổ'],gǔ
皸,['quân'],jūn
皺,['trứu'],zhòu
盂,['vu'],yú
盃,['bôi'],bēi
盆,['bồn'],pén
盇,['hạp'],hé
盈,['doanh'],yíng
盉,['hoà'],hé
益,['ích'],yì
盋,['bát'],bō
盍,['hạp'],hé
盎,['áng'],àng
盒,['hạp'],hé
盔,['khôi'],kuī
盜,['đạo'],dào
盝,['lộc'],lù
盞,['trản'],zhǎn
盟,['minh'],méng
盤,['bàn'],pán
盥,['quán'],guàn
盦,['am'],ān
盪,['đãng'],dàng
盬,['cổ'],gǔ
盭,['lệ'],lì
目,['mục'],mù
盱,['hu'],xū
眄,['miện'],miǎn
眈,['đam'],dān
眊,['mạo'],mào
眎,['thị'],shì
眑,['yểu'],yǎo
眕,['chẩn'],zhěn
眚,['sảnh'],shěng
眛,['muội'],mèi
眞,['chân'],zhēn
真,['chân'],zhēn
眠,['miên'],mián
眡,['thị'],shì
眣,['điệt'],dié
眩,['huyễn'],xuàn
眳,['danh'],míng
眵,['si'],chī
眶,['khuông'],kuàng
眷,['quyến'],juàn
眸,['mâu'],móu
眹,['trẫm'],zhèn
眽,['mạch'],mò
眾,['chúng'],zhòng
睃,['tuấn'],suō
睄,['sảo'],shào
睊,['quyến'],juàn
睏,['khốn'],kùn
睒,['thiểm'],shǎn
睖,['lăng'],lèng
睘,['quỳnh'],qióng
睚,['nhai'],yá
睟,['tuý'],suì
睠,['quyến'],juàn
睡,['thuỵ'],shuì
督,['đốc'],dū
睥,['bễ'],pì
睦,['mục'],mù
睨,['nghễ'],nì
睫,['tiệp'],jié
睬,['thải'],cǎi
睹,['đổ'],dǔ
睺,['hầu'],hóu
睾,['cao'],gāo
睿,['duệ'],ruì
瞀,['mậu'],mào
瞇,['mị'],mī
瞈,['ổng'],wěng
瞍,['tẩu'],sǒu
瞎,['hạt'],xiā
瞏,['quỳnh'],qióng
瞖,['ế'],yì
瞘,['khu'],kōu
瞜,['lâu'],lōu
瞠,['sanh'],chēng
瞥,['miết'],piē
瞧,['tiều'],qiáo
瞪,['trừng'],dèng
瞫,['thẩm'],shěn
瞬,['thuấn'],shùn
瞰,['khám'],kàn
瞳,['đồng'],tóng
瞵,['lân'],lín
瞻,['chiêm'],zhān
瞼,['kiểm'],jiǎn
瞽,['cổ'],gǔ
矇,['mông'],méng
矉,['tần'],pín
矍,['quắc'],jué
矓,['lung'],lóng
矙,['khám'],kàn
矚,['chúc'],zhǔ
矛,['mâu'],máo
矠,['tích'],zé
矦,['hầu'],hóu
矧,['thẩn'],shěn
矩,['củ'],jǔ
短,['đoản'],duǎn
矯,['kiểu'],jiǎo
矰,['tăng'],zēng
矱,['hoạch'],yuē
矽,['tịch'],xì
砂,['sa'],shā
砃,['đan'],dān
砅,['lệ'],lì
砆,['phu'],fū
砉,['hoạch'],huò
砍,['khảm'],kǎn
砠,['thư'],jū
砣,['đà'],tuó
砦,['trại'],zhài
砧,['châm'],zhēn
砭,['biêm'],biān
砮,['nỗ'],nǔ
砰,['phanh'],pēng
砲,['pháo'],pào
砳,['lặc'],lè
破,['phá'],pò
砵,['bát'],bō
砷,['thân'],shēn
砸,['tạp'],zá
砼,['đồng'],tóng
硅,['khuê'],guī
硎,['hình'],xíng
硐,['động'],dòng
硒,['tây'],xī
硜,['khanh'],kēng
硝,['tiêu'],xiāo
硨,['xa'],chē
硫,['lưu'],liú
硬,['ngạnh'],yìng
硭,['mang'],máng
硯,['nghiễn'],yàn
硾,['truỵ'],zhuì
碃,['thanh'],qìng
碉,['điêu'],diāo
碎,['toái'],suì
碑,['bi'],bēi
碓,['đối'],duì
碔,['vũ'],wǔ
碘,['điển'],diǎn
碚,['bội'],bèi
碞,['nham'],yán
碟,['điệp'],dié
碡,['độc'],dú
碥,['biển'],biǎn
碧,['bích'],bì
碩,['thạc'],shuò
碪,['châm'],zhēn
碯,['não'],nǎo
碲,['đế'],dì
碳,['thán'],tàn
碴,['tra'],chá
碸,['phong'],fēng
確,['xác'],què
碼,['mã'],mǎ
磁,['từ'],cí
磈,['uỷ'],wěi
磉,['tảng'],sǎng
磊,['lỗi'],lěi
磋,['tha'],cuō
磐,['bàn'],pán
磕,['khái'],kē
磙,['cổn'],gǔn
磚,['chuyên'],zhuān
磛,['sàm'],chán
磟,['lựu'],liù
磡,['khám'],kàn
磤,['ân'],yǐn
磥,['lỗi'],lěi
磧,['thích'],qì
磪,['thôi'],cuī
磬,['khánh'],qìng
磲,['cừ'],qú
磴,['đặng'],dèng
磵,['giản'],jiàn
磹,['điệm'],tán
礄,['kiều'],qiáo
礅,['đôn'],dūn
礎,['sở'],chǔ
礓,['cương'],jiāng
礙,['ngại'],ài
礚,['khái'],kē
礝,['nhuyễn'],ruǎn
礞,['mông'],méng
礡,['bạc'],bó
礤,['sát'],cǎ
礪,['lệ'],lì
礫,['lịch'],lì
礬,['phàn'],fán
礱,['lung'],lóng
礽,['nhưng'],réng
社,['xã'],shè
祀,['tự'],sì
祂,['tha'],tā
祅,['yêu'],yāo
祉,['chỉ'],zhǐ
祊,['banh'],bēng
祏,['thạch'],shí
祓,['phất'],fú
祔,['phụ'],fù
祕,['bí'],mì
祖,['tổ'],zǔ
祗,['chi'],zhī
祘,['toán'],suàn
祚,['tộ'],zuò
祛,['khư'],qū
祜,['hỗ'],hù
神,['thần'],shén
祠,['từ'],cí
祥,['tường'],xiáng
祲,['tẩm'],jìn
祻,['cố'],gù
禂,['đảo'],dǎo
禍,['hoạ'],huò
禎,['trinh'],zhēn
福,['phúc'],fú
禔,['đề'],zhī
禕,['y'],yī
禖,['môi'],méi
禘,['đế'],dì
禚,['chước'],zhuó
禛,['chân'],zhēn
禜,['vinh'],yǒng
禩,['tự'],sì
禫,['đạm'],dàn
禮,['lễ'],lǐ
禱,['đảo'],dǎo
禳,['nhương'],ráng
禴,['dược'],yuè
禹,['vũ'],yǔ
禽,['cầm'],qín
禾,['hoà'],hé
秀,['tú'],xiù
私,['tư'],sī
秈,['tiên'],xiān
秉,['bỉnh'],bǐng
秊,['niên'],nián
秌,['thu'],qiū
科,['khoa'],kē
秔,['canh'],jīng
秘,['bí'],mì
秜,['ni'],ní
租,['tô'],zū
秠,['phi'],pī
秣,['mạt'],mò
秤,['xứng'],chèng
秦,['tần'],qín
秫,['thuật'],shú
秬,['cự'],jù
秷,['xứng'],zhì
秸,['kiết'],jiē
稂,['lang'],láng
稆,['lữ'],lǚ
稈,['cán'],gǎn
稉,['canh'],jīng
稊,['đề'],tí
程,['trình'],chéng
稌,['đồ'],tú
稑,['lục'],lù
稗,['bại'],bài
稚,['trĩ'],zhì
稛,['khổn'],kǔn
稨,['biển'],biǎn
稷,['tắc'],jì
稺,['trĩ'],zhì
稻,['đạo'],dào
稼,['giá'],jià
稾,['cảo'],gǎo
稿,['cảo'],gǎo
穀,['cốc'],gǔ
穄,['tế'],jì
穅,['khang'],kāng
穉,['trĩ'],zhì
穊,['ký'],jì
穋,['lục'],lù
穌,['tô'],sū
穎,['dĩnh'],yǐng
穗,['tuệ'],suì
穠,['nùng'],nóng
穡,['sắc'],sè
穢,['uế'],huì
穩,['ổn'],wěn
穫,['hoạch'],huò
穭,['lữ'],lǚ
穮,['tiêu'],biāo
穴,['huyệt'],xué
究,['cứu'],jiū
穸,['tịch'],xī
穹,['khung'],qióng
窀,['truân'],zhūn
窄,['trách'],zhǎi
窆,['biếm'],biǎn
窈,['yểu'],yǎo
窊,['oa'],wā
窌,['giáo'],jiào
窓,['song'],chuāng
窗,['song'],chuāng
窘,['quẫn'],jiǒng
窟,['quật'],kū
窣,['tốt'],sū
窩,['oa'],wō
窪,['oa'],wā
窬,['du'],yú
窮,['cùng'],qióng
窳,['dũ'],yǔ
窴,['điền'],tián
窵,['điếu'],diào
窸,['tất'],xī
窺,['khuy'],kuī
窻,['song'],chuāng
窾,['khoản'],kuǎn
竅,['khiếu'],qiào
竇,['đậu'],dòu
竈,['táo'],zào
竊,['thiết'],qiè
立,['lập'],lì
竑,['hoành'],hóng
站,['trạm'],zhàn
竚,['trữ'],zhù
竜,['long'],lóng
竝,['tịnh'],bìng
章,['chương'],zhāng
竢,['sĩ'],sì
童,['đồng'],tóng
竦,['tủng'],sǒng
竪,['thụ'],shù
竭,['kiệt'],jié
端,['đoan'],duān
競,['cạnh'],jìng
竹,['trúc'],zhú
竽,['vu'],yú
竾,['trì'],chí
笄,['kê'],jī
